country,year,insti_loan
LITHUANIA,2005,5.885925
LITHUANIA,2006,6.088867
LITHUANIA,2007,7.604292
LITHUANIA,2008,4.173582
LITHUANIA,2009,4.891846
LITHUANIA,2010,6.235154
LITHUANIA,2011,4.177024
LITHUANIA,2012,2.617713
LITHUANIA,2013,3.551816
LITHUANIA,2014,2.229998
LITHUANIA,2015,1.696506
LITHUANIA,2016,2.083074
LITHUANIA,2017,2.549824
LITHUANIA,2018,2.387005
LITHUANIA,2019,2.082368
LUXEMBOURG,2000,0.547379
LUXEMBOURG,2001,1.606509
LUXEMBOURG,2002,13.72288
LUXEMBOURG,2003,12.92395
LUXEMBOURG,2004,1.088314
LUXEMBOURG,2005,1.049157
LUXEMBOURG,2006,0.4587324
LUXEMBOURG,2007,1.465148
LUXEMBOURG,2008,5.057779
LUXEMBOURG,2009,2.354347
LUXEMBOURG,2010,3.020169
LUXEMBOURG,2011,3.011342
LUXEMBOURG,2012,5.751692
LUXEMBOURG,2013,6.938046
LUXEMBOURG,2014,10.69144
LUXEMBOURG,2015,7.539221
LUXEMBOURG,2016,2.521088
LUXEMBOURG,2017,2.129956
LUXEMBOURG,2018,0.8486648
MALAYSIA,1999,0.6080631
MALAYSIA,2000,2.899859
MALAYSIA,2001,2.640205
MALAYSIA,2002,4.482552
MALAYSIA,2003,8.272142
MALAYSIA,2004,15.89731
MALAYSIA,2005,17.1605
MALAYSIA,2006,16.34692
MALAYSIA,2007,21.12757
MALAYSIA,2008,23.93213
MALAYSIA,2009,22.4577
MALAYSIA,2010,25.56779
MALAYSIA,2011,23.67125
MALAYSIA,2012,26.0412
MALAYSIA,2013,25.59899
MALAYSIA,2014,36.08944
MALAYSIA,2015,29.09584
MALAYSIA,2016,26.10538
MALAYSIA,2017,25.3283
MALAYSIA,2018,25.05136
MALAYSIA,2019,24.43351
MALTA,2006,1.950897
MALTA,2007,2.115311
MALTA,2008,1.984668
MALTA,2009,1.587503
MALTA,2010,3.411289
MALTA,2011,3.268067
MALTA,2012,3.285257
MALTA,2013,4.588037
MALTA,2014,4.548257
MALTA,2015,2.784993
MALTA,2016,1.292325
MALTA,2017,1.199482
MALTA,2018,1.807737
MALTA,2019,2.07481
MAURITIUS,2005,0.1573293
MAURITIUS,2006,1.110862
MAURITIUS,2007,8.434589
MAURITIUS,2008,5.889639
MAURITIUS,2009,4.586799
MAURITIUS,2010,4.117769
MAURITIUS,2011,5.138083
MAURITIUS,2012,6.079691
MAURITIUS,2013,6.87184
MAURITIUS,2014,6.251958
MAURITIUS,2015,4.56011
MAURITIUS,2016,4.007878
MAURITIUS,2017,2.920683
MAURITIUS,2018,2.728444
MAURITIUS,2019,3.363026
MEXICO,1999,1.988665
MEXICO,2000,5.581843
MEXICO,2001,6.215644
MEXICO,2002,7.266502
MEXICO,2003,7.234732
MEXICO,2004,6.894777
MEXICO,2005,7.351869
MEXICO,2006,8.857659
MEXICO,2007,8.781741
MEXICO,2008,7.761003
MEXICO,2009,9.640959
MEXICO,2010,11.83995
MEXICO,2011,11.86856
MEXICO,2012,12.29968
MEXICO,2013,11.67819
MEXICO,2014,14.16056
MEXICO,2015,16.27918
MEXICO,2016,15.81605
MEXICO,2017,15.17308
MEXICO,2018,15.3679
MEXICO,2019,16.77014
MOROCCO,2000,0.2291756
MOROCCO,2001,4.089537
MOROCCO,2002,2.021127
MOROCCO,2003,10.93566
MOROCCO,2004,8.287396
MOROCCO,2005,12.32172
MOROCCO,2006,13.49851
MOROCCO,2007,22.06774
MOROCCO,2008,18.14747
MOROCCO,2009,15.83379
MOROCCO,2010,15.09524
MOROCCO,2011,11.77034
MOROCCO,2012,12.80411
MOROCCO,2013,13.62045
MOROCCO,2014,11.98973
MOROCCO,2015,11.86847
MOROCCO,2016,11.7862
MOROCCO,2017,11.80968
MOROCCO,2018,11.27219
MOROCCO,2019,14.68612
NAMIBIA,2014,7.74435
NAMIBIA,2015,1.141586
NAMIBIA,2016,10.72758
NAMIBIA,2017,16.92218
NAMIBIA,2018,15.20885
NETHERLANDS,1999,2.309588
NETHERLANDS,2000,9.685239
NETHERLANDS,2001,13.18403
NETHERLANDS,2002,7.116377
NETHERLANDS,2003,15.3812
NETHERLANDS,2004,19.37179
NETHERLANDS,2005,26.32984
NETHERLANDS,2006,32.36506
NETHERLANDS,2007,28.10538
NETHERLANDS,2008,32.78743
NETHERLANDS,2009,31.4066
NETHERLANDS,2010,29.88875
NETHERLANDS,2011,28.88257
NETHERLANDS,2012,28.01901
NETHERLANDS,2013,32.35244
NETHERLANDS,2014,30.74889
NETHERLANDS,2015,32.17027
NETHERLANDS,2016,31.20074
NETHERLANDS,2017,32.42759
NETHERLANDS,2018,32.32936
NETHERLANDS,2019,38.85949
NEW ZEALAND,1999,1.303899
NEW ZEALAND,2000,6.388843
NEW ZEALAND,2001,9.467484
NEW ZEALAND,2002,11.40264
NEW ZEALAND,2003,20.49906
NEW ZEALAND,2004,23.75327
NEW ZEALAND,2005,23.99421
NEW ZEALAND,2006,24.48371
NEW ZEALAND,2007,26.75635
NEW ZEALAND,2008,27.86687
NEW ZEALAND,2009,27.85608
NEW ZEALAND,2010,25.58154
NEW ZEALAND,2011,26.28535
NEW ZEALAND,2012,24.53988
NEW ZEALAND,2013,21.05334
NEW ZEALAND,2014,20.91424
NEW ZEALAND,2015,22.49329
NEW ZEALAND,2016,22.09098
NEW ZEALAND,2017,22.54083
NEW ZEALAND,2018,24.83953
NEW ZEALAND,2019,24.30342
NIGERIA,2006,0.12033
NIGERIA,2007,0.5723212
NIGERIA,2008,0.6388566
NIGERIA,2009,1.884164
NIGERIA,2010,2.765009
NIGERIA,2011,3.691978
NIGERIA,2012,6.615654
NIGERIA,2013,7.780853
NIGERIA,2014,7.418608
NIGERIA,2015,6.19147
NIGERIA,2016,5.787434
NIGERIA,2017,6.541421
NIGERIA,2018,6.302447
NIGERIA,2019,6.331122
NORWAY,1999,1.714073
NORWAY,2000,6.871202
NORWAY,2001,15.22559
NORWAY,2002,13.47574
NORWAY,2003,15.16774
NORWAY,2004,18.74176
NORWAY,2005,22.08195
NORWAY,2006,24.93288
NORWAY,2007,26.47925
NORWAY,2008,23.78654
NORWAY,2009,25.18499
NORWAY,2010,25.21182
NORWAY,2011,23.69304
NORWAY,2012,25.25276
NORWAY,2013,25.39602
NORWAY,2014,25.83875
NORWAY,2015,28.64249
NORWAY,2016,29.02421
NORWAY,2017,29.62375
NORWAY,2018,28.91936
NORWAY,2019,29.41012
OMAN,2005,0.8721846
OMAN,2006,0.6406416
OMAN,2007,2.234181
OMAN,2008,4.636518
OMAN,2009,4.388435
OMAN,2010,4.409246
OMAN,2011,6.491568
OMAN,2012,8.856099
OMAN,2013,9.585017
OMAN,2014,9.60114
OMAN,2015,11.17272
OMAN,2016,11.94813
OMAN,2017,12.21089
OMAN,2018,15.19181
OMAN,2019,16.13742
PAKISTAN,1999,0.3860547
PAKISTAN,2000,3.26136
PAKISTAN,2001,2.468005
PAKISTAN,2002,0.2613996
PAKISTAN,2003,0.5128085
PAKISTAN,2004,0.6774674
PAKISTAN,2005,1.25578
PAKISTAN,2006,1.818766
PAKISTAN,2007,4.488226
PAKISTAN,2008,5.28076
PAKISTAN,2009,7.433431
PAKISTAN,2010,6.070288
PAKISTAN,2011,5.849137
PAKISTAN,2012,7.401836
PAKISTAN,2013,7.384225
PAKISTAN,2014,7.889407
PAKISTAN,2015,8.149997
PAKISTAN,2016,6.599864
PAKISTAN,2017,7.931141
PAKISTAN,2018,7.816069
PAKISTAN,2019,9.70073
PERU,1999,1.551815
PERU,2000,1.689374
PERU,2001,1.817492
PERU,2002,3.526573
PERU,2003,3.577997
PERU,2004,4.495918
PERU,2005,3.887016
PERU,2006,3.53576
PERU,2007,9.035726
PERU,2008,6.660982
PERU,2009,6.956435
PERU,2010,9.171339
PERU,2011,11.61014
PERU,2012,9.082226
PERU,2013,9.107699
PERU,2014,7.005151
PERU,2015,8.346122
PERU,2016,9.578506
PERU,2017,10.35719
PERU,2018,8.992278
PERU,2019,7.270952
PHILIPPINES,1999,1.860139
PHILIPPINES,2000,7.867582
PHILIPPINES,2001,5.612097
PHILIPPINES,2002,3.858508
PHILIPPINES,2003,3.788176
PHILIPPINES,2004,4.154842
PHILIPPINES,2005,9.650952
PHILIPPINES,2006,11.69045
PHILIPPINES,2007,12.82614
PHILIPPINES,2008,12.79857
PHILIPPINES,2009,14.20373
PHILIPPINES,2010,11.82846
PHILIPPINES,2011,10.09635
PHILIPPINES,2012,12.03817
PHILIPPINES,2013,11.88735
PHILIPPINES,2014,3.313972
PHILIPPINES,2015,3.391949
PHILIPPINES,2016,3.804016
PHILIPPINES,2017,9.13873
PHILIPPINES,2018,10.40509
PHILIPPINES,2019,11.08648
POLAND,1999,1.020539
POLAND,2000,4.233606
POLAND,2001,9.611142
POLAND,2002,11.56334
POLAND,2003,16.52388
POLAND,2004,13.1626
POLAND,2005,17.52692
POLAND,2006,27.15248
POLAND,2007,27.75342
POLAND,2008,27.0796
POLAND,2009,26.51693
POLAND,2010,29.3651
POLAND,2011,29.2486
POLAND,2012,31.50285
POLAND,2013,30.60672
POLAND,2014,29.50333
POLAND,2015,30.01096
POLAND,2016,29.63664
POLAND,2017,33.21602
POLAND,2018,31.43425
POLAND,2019,30.22866
PORTUGAL,1999,3.971942
PORTUGAL,2000,4.429311
PORTUGAL,2001,10.08786
PORTUGAL,2002,13.84493
PORTUGAL,2003,14.97533
PORTUGAL,2004,15.79583
PORTUGAL,2005,17.89384
PORTUGAL,2006,16.94271
PORTUGAL,2007,18.97752
PORTUGAL,2008,19.97018
PORTUGAL,2009,18.52529
PORTUGAL,2010,19.96027
PORTUGAL,2011,17.74212
PORTUGAL,2012,18.7632
PORTUGAL,2013,19.98664
PORTUGAL,2014,24.33354
PORTUGAL,2015,26.58926
PORTUGAL,2016,27.0409
PORTUGAL,2017,26.1815
PORTUGAL,2018,25.7412
PORTUGAL,2019,33.1507
QATAR,2007,0.5664299
QATAR,2008,2.574635
QATAR,2009,3.137284
QATAR,2010,2.795724
QATAR,2011,2.812424
QATAR,2012,2.546458
QATAR,2013,3.216452
QATAR,2017,4.916394
QATAR,2018,5.715231
QATAR,2019,5.606139
ROMANIA,2006,8.16925
ROMANIA,2007,9.942926
ROMANIA,2008,9.808157
ROMANIA,2009,12.95143
ROMANIA,2010,20.7647
ROMANIA,2011,20.41287
ROMANIA,2012,21.00768
ROMANIA,2013,20.23779
ROMANIA,2014,19.32802
ROMANIA,2015,18.75315
ROMANIA,2016,17.50384
ROMANIA,2017,15.9246
ROMANIA,2018,15.61868
ROMANIA,2019,13.63597
RUSSIA,2000,1.826752
RUSSIA,2001,1.36159
RUSSIA,2002,1.14196
RUSSIA,2003,0.7881179
RUSSIA,2004,0.8001819
RUSSIA,2005,1.360254
RUSSIA,2006,4.00601
RUSSIA,2007,2.481007
RUSSIA,2008,5.012241
RUSSIA,2009,3.519434
RUSSIA,2010,4.23342
RUSSIA,2011,4.101375
RUSSIA,2012,5.068823
RUSSIA,2013,5.849856
RUSSIA,2014,6.60476
RUSSIA,2015,6.178644
RUSSIA,2016,6.072351
RUSSIA,2017,6.259827
RUSSIA,2018,7.529351
RUSSIA,2019,8.316714
SERBIA,2008,12.25292
SERBIA,2009,9.566407
SERBIA,2010,6.730825
SERBIA,2011,5.722497
SERBIA,2012,3.867899
SERBIA,2013,3.505688
SERBIA,2014,2.700517
SERBIA,2015,2.708323
SERBIA,2016,2.184108
SERBIA,2017,1.75501
SERBIA,2018,1.657385
SINGAPORE,1999,2.385835
SINGAPORE,2000,5.966848
SINGAPORE,2001,7.634297
SINGAPORE,2002,9.680274
SINGAPORE,2003,12.31857
SINGAPORE,2004,12.98004
SINGAPORE,2005,14.57334
SINGAPORE,2006,17.38262
SINGAPORE,2007,17.88085
SINGAPORE,2008,16.65198
SINGAPORE,2009,16.14923
SINGAPORE,2010,16.33212
SINGAPORE,2011,15.50347
SINGAPORE,2012,15.64213
SINGAPORE,2013,14.79232
SINGAPORE,2014,12.91074
SINGAPORE,2017,14.08517
SINGAPORE,2018,13.71748
SINGAPORE,2019,14.77014
SLOVAK REPUBLIC,1999,5.348291
SLOVAK REPUBLIC,2004,0.5055824
SLOVAK REPUBLIC,2005,0.526462
SLOVAK REPUBLIC,2006,0.5465577
SLOVAK REPUBLIC,2007,0.5961174
SLOVAK REPUBLIC,2008,0.5257072
SLOVAK REPUBLIC,2009,0.2773259
SLOVAK REPUBLIC,2010,0.2162729
SLOVAK REPUBLIC,2011,0.1717624
SLOVAK REPUBLIC,2012,0.1812101
SLOVAK REPUBLIC,2013,1.11938
SLOVENIA,2002,2.31197
SLOVENIA,2003,12.48411
SLOVENIA,2004,18.13389
SLOVENIA,2005,19.92127
SLOVENIA,2006,13.45661
SLOVENIA,2007,14.73497
SLOVENIA,2008,15.20657
SLOVENIA,2009,16.76562
SLOVENIA,2010,18.20334
SLOVENIA,2011,20.38567
SLOVENIA,2012,18.7755
SLOVENIA,2013,19.24307
SLOVENIA,2014,18.14603
SLOVENIA,2015,18.71531
SLOVENIA,2016,17.43681
SLOVENIA,2017,17.12056
SLOVENIA,2018,12.13782
SLOVENIA,2019,15.6522
SOUTH AFRICA,1999,0.8081509
SOUTH AFRICA,2000,3.133789
SOUTH AFRICA,2001,5.064088
SOUTH AFRICA,2002,19.4435
SOUTH AFRICA,2003,25.88129
SOUTH AFRICA,2004,26.79447
SOUTH AFRICA,2005,26.97676
SOUTH AFRICA,2006,29.04024
SOUTH AFRICA,2007,29.45324
SOUTH AFRICA,2008,30.7241
SOUTH AFRICA,2009,29.21716
SOUTH AFRICA,2010,32.89073
SOUTH AFRICA,2011,33.49893
SOUTH AFRICA,2012,37.16826
SOUTH AFRICA,2013,43.45931
SOUTH AFRICA,2014,42.76096
SOUTH AFRICA,2015,44.8232
SOUTH AFRICA,2016,42.49465
SOUTH AFRICA,2017,44.08678
SOUTH AFRICA,2018,45.32189
SOUTH AFRICA,2019,41.1264
SPAIN,1999,2.096533
SPAIN,2000,5.52768
SPAIN,2001,9.453684
SPAIN,2002,10.02829
SPAIN,2003,12.85244
SPAIN,2004,14.92194
SPAIN,2005,18.66126
SPAIN,2006,18.87293
SPAIN,2007,17.41437
SPAIN,2008,17.35939
SPAIN,2009,20.66103
SPAIN,2010,18.30352
SPAIN,2011,17.3012
SPAIN,2012,16.78498
SPAIN,2013,19.97672
SPAIN,2014,21.19835
SPAIN,2015,23.86519
SPAIN,2016,23.47641
SPAIN,2017,26.58862
SPAIN,2018,25.90783
SPAIN,2019,26.77945
SRI LANKA,1999,0.6773046
SRI LANKA,2000,4.551466
SRI LANKA,2001,3.307242
SRI LANKA,2002,8.545028
SRI LANKA,2003,6.472302
SRI LANKA,2004,5.906395
SRI LANKA,2005,9.989184
SRI LANKA,2006,11.23343
SRI LANKA,2007,12.37056
SRI LANKA,2008,10.53169
SRI LANKA,2009,13.69681
SRI LANKA,2010,16.3067
SRI LANKA,2011,15.31123
SRI LANKA,2012,15.61604
SRI LANKA,2013,15.47126
SRI LANKA,2016,11.04161
SRI LANKA,2017,18.21159
SRI LANKA,2018,16.46239
SRI LANKA,2019,16.73718
SWEDEN,1999,2.489768
SWEDEN,2000,8.497845
SWEDEN,2001,20.88473
SWEDEN,2002,23.80674
SWEDEN,2003,26.38077
SWEDEN,2004,31.6514
SWEDEN,2005,34.59583
SWEDEN,2006,36.65744
SWEDEN,2007,35.36287
SWEDEN,2008,36.37693
SWEDEN,2009,36.49454
SWEDEN,2010,36.8142
SWEDEN,2011,37.41338
SWEDEN,2012,37.96793
SWEDEN,2013,39.50008
SWEDEN,2014,39.71837
SWEDEN,2015,39.38288
SWEDEN,2016,37.43988
SWEDEN,2017,39.55235
SWEDEN,2018,41.51006
SWEDEN,2019,41.80015
SWITZERLAND,1999,2.335061
SWITZERLAND,2000,5.77845
SWITZERLAND,2001,8.342986
SWITZERLAND,2002,9.329804
SWITZERLAND,2003,17.36958
SWITZERLAND,2004,20.17558
SWITZERLAND,2005,23.72039
SWITZERLAND,2006,26.41721
SWITZERLAND,2007,28.74327
SWITZERLAND,2008,30.19088
SWITZERLAND,2009,32.00211
SWITZERLAND,2010,31.58719
SWITZERLAND,2011,30.08248
SWITZERLAND,2012,31.09533
SWITZERLAND,2013,32.62823
SWITZERLAND,2014,31.53092
SWITZERLAND,2015,33.29684
SWITZERLAND,2016,31.6219
SWITZERLAND,2017,32.50177
SWITZERLAND,2018,33.31839
SWITZERLAND,2019,34.57816
TAIWAN,1999,1.123502
TAIWAN,2000,3.180581
TAIWAN,2001,5.727238
TAIWAN,2002,4.604449
TAIWAN,2003,7.199186
TAIWAN,2004,8.814805
TAIWAN,2005,12.67181
TAIWAN,2006,14.08438
TAIWAN,2007,14.4638
TAIWAN,2008,12.59306
TAIWAN,2009,15.60281
TAIWAN,2010,17.05288
TAIWAN,2011,18.07674
TAIWAN,2012,18.62106
TAIWAN,2013,18.68232
TAIWAN,2014,15.24516
TAIWAN,2015,17.07232
TAIWAN,2016,19.90784
TAIWAN,2017,21.29003
TAIWAN,2018,20.83264
TAIWAN,2019,21.71323
TANZANIA,2015,3.461517
TANZANIA,2017,7.349887
TANZANIA,2018,5.046961
THAILAND,1999,1.11168
THAILAND,2000,2.697334
THAILAND,2001,3.657949
THAILAND,2002,5.988942
THAILAND,2003,6.397009
THAILAND,2004,10.17921
THAILAND,2005,9.54657
THAILAND,2006,8.370681
THAILAND,2007,12.26165
THAILAND,2008,15.42078
THAILAND,2009,15.40613
THAILAND,2010,14.5917
THAILAND,2011,11.24033
THAILAND,2012,10.8609
THAILAND,2013,10.2997
THAILAND,2014,6.090228
THAILAND,2015,6.255494
THAILAND,2016,6.025195
THAILAND,2017,10.10267
THAILAND,2018,10.5311
THAILAND,2019,9.009915
TRINIDAD & TOBAGO,2007,6.567409
TRINIDAD & TOBAGO,2008,4.321803
TRINIDAD & TOBAGO,2009,2.45656
TRINIDAD & TOBAGO,2010,8.008999
TRINIDAD & TOBAGO,2011,14.23916
TRINIDAD & TOBAGO,2012,15.51091
TRINIDAD & TOBAGO,2013,17.51729
TRINIDAD & TOBAGO,2014,16.30017
TRINIDAD & TOBAGO,2015,12.08061
TRINIDAD & TOBAGO,2016,13.68666
TRINIDAD & TOBAGO,2017,11.84819
TRINIDAD & TOBAGO,2018,11.09582
TUNISIA,2007,2.819035
TUNISIA,2008,3.08065
TUNISIA,2009,3.151933
TUNISIA,2010,2.857822
TUNISIA,2011,3.982275
TUNISIA,2012,3.667173
TUNISIA,2013,2.278027
TUNISIA,2014,1.97474
TUNISIA,2015,3.357897
TUNISIA,2016,3.313168
TUNISIA,2017,3.642277
TUNISIA,2018,1.807763
TURKEY,1999,1.169567
TURKEY,2000,3.156083
TURKEY,2001,5.55977
TURKEY,2002,4.579591
TURKEY,2003,5.4266
TURKEY,2004,7.843364
TURKEY,2005,11.05725
TURKEY,2006,11.42586
TURKEY,2007,12.55722
TURKEY,2008,11.72746
TURKEY,2009,12.15808
TURKEY,2010,12.27375
TURKEY,2011,12.03498
TURKEY,2012,13.85726
TURKEY,2013,13.45017
TURKEY,2014,13.69814
TURKEY,2015,12.35242
TURKEY,2016,12.55643
TURKEY,2017,13.41561
TURKEY,2018,13.09246
TURKEY,2019,8.73613
UAE,2006,0.0472184
UAE,2007,1.382108
UAE,2008,2.024892
UAE,2009,1.953686
UAE,2010,5.003297
UAE,2011,4.914033
UAE,2012,5.04496
UAE,2013,4.544561
UAE,2017,5.711398
UAE,2018,4.842713
UAE,2019,5.3173
UGANDA,2013,2.278985
UGANDA,2016,12.96045
UK,1999,1.767714
UK,2000,8.344636
UK,2001,14.89623
UK,2002,20.23013
UK,2003,45.89145
UK,2004,52.78532
UK,2005,55.67783
UK,2006,57.7053
UK,2007,55.9273
UK,2008,58.24715
UK,2009,56.66438
UK,2010,59.07917
UK,2011,58.96052
UK,2012,59.98022
UK,2013,61.99037
UK,2014,63.0771
UK,2015,63.38862
UK,2016,63.96091
UK,2017,63.69935
UK,2018,64.73656
UK,2019,63.12323
UKRAINE,2008,7.403527
UKRAINE,2009,0.2205716
UKRAINE,2010,0.3004287
UKRAINE,2011,0.0973115
UKRAINE,2012,1.444005
UKRAINE,2013,0.0932791
UKRAINE,2014,2.958265
UKRAINE,2015,0.1403596
UKRAINE,2016,0.049912
UKRAINE,2017,0.0387499
USA,1999,47.61565
USA,2000,54.70517
USA,2001,57.42482
USA,2002,59.52956
USA,2003,61.44204
USA,2004,62.66615
USA,2005,64.92322
USA,2006,67.18592
USA,2007,67.69836
USA,2008,68.37967
USA,2009,69.73
USA,2010,69.84264
USA,2011,68.62868
USA,2012,69.59756
USA,2013,71.147
USA,2014,72.82886
USA,2015,73.14067
USA,2016,72.62353
USA,2017,73.97443
USA,2018,74.396
USA,2019,75.48919
VENEZUELA,1999,0.3192965
VENEZUELA,2000,0.3342414
VENEZUELA,2001,0.2211724
VENEZUELA,2003,0.1979643
VENEZUELA,2004,0.0518193
VENEZUELA,2006,0.2923801
VENEZUELA,2007,0.3171589
VENEZUELA,2008,0.9380243
VENEZUELA,2009,0.5208861
VIETNAM,2007,0
VIETNAM,2008,7.672554
VIETNAM,2009,6.522623
VIETNAM,2010,6.003364
VIETNAM,2011,6.787118
VIETNAM,2012,6.208833
VIETNAM,2013,8.176458
VIETNAM,2017,7.974073
VIETNAM,2018,7.466853
VIETNAM,2019,7.345839
ZAMBIA,2009,1.564125
ZAMBIA,2010,0.5002997
ZAMBIA,2011,0.8605766
ZAMBIA,2012,1.02578
ZAMBIA,2013,1.084643
ZAMBIA,2014,2.042657
ZAMBIA,2015,2.927614
ZAMBIA,2016,2.491935
ZAMBIA,2017,2.071804
ZAMBIA,2018,1.422552
ZIMBABWE,2016,2.924239
