Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122100000,1899400000,1668300000,1658590000,1129550000,1387010000,920000000,500000000,280000000,350000000,640000000,480000000,610000000,760000000,2401290000,2844380000,2427020000,2947690000,3098510000,,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84752030000,67061460000,1.07E+11,1.25E+11,1.45E+11,2.01E+11,2.65E+11,90200000000,1.13E+11,67586420000,33778890000,44876550000,82594240000,55154270000,42079580000,37163048981,50605060000,38370850000,53653980000,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,,,,,,,,,,,,,,,,,,,,,2.44E+12,2.23E+12,2.59E+12,3.21E+12,3.14E+12,4.54E+12,6.19E+12,7.49E+12,9.15E+12,1.11E+13,9.13E+12,1.08E+13,1.02E+13,1.29E+13,1.37E+13,1.62E+13,1.85E+13,2.09E+13,2.49E+13,3.25E+13,3.00E+13,2.60E+13,2.20E+13,2.93E+13,3.42E+13,3.74E+13,4.50E+13,4.95E+13,2.74E+13,3.42E+13,3.89E+13,3.41E+13,3.95E+13,4.86E+13,5.00E+13,4.80E+13,5.10E+13,6.20E+13,5.49E+13,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,8100040000,11700010000,10528310000,12930600000,22220560000,39013300000,38980940000,21687340000,19558170000,23617550000,34593530000,53843770000,54073720000,74407440000,77565440000,83385870000,1.22E+11,1.72E+11,3.85E+11,2.70E+11,3.04E+11,4.49E+11,4.13E+11,3.44E+11,6.08E+11,6.23E+11,5.06E+11,4.63E+11,7.15E+11,8.61E+11,1.06E+12,1.71E+12,2.65E+12,1.33E+12,2.31E+12,2.71E+12,2.26E+12,2.83E+12,3.10E+12,3.23E+12,3.18E+12,3.19E+12,4.35E+12,3.82E+12,4.90E+12,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513900000,892170000,2981670000,4232900000,2928580000,2508850000,2744640000,3127500000,8109770000,6125730000,10958640000,12918190000,29005630000,70222950000,27126480000,26618990000,25596130000,22558380000,,21484740000,20036880000,18414470000,20180810000,22764800000,20508990000,22458260000,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12988880000,16662910000,28597850000,32575670000,41934490000,46195630000,18465410000,30036630000,27708410000,18772970000,20760180000,19797410000,14513280000,17686950000,22553356584,31553860000,28934570000,32886530000,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06E+12,2.61E+12,3.27E+12,5.23E+12,1.11E+13,4.99E+12,1.01E+13,1.24E+13,1.02E+13,1.15E+13,1.14E+13,1.31E+13,1.42E+13,1.42E+13,1.77E+13,1.41E+13,1.67E+13,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09E+12,2.69E+12,3.35E+12,5.34E+12,1.13E+13,5.10E+12,1.02E+13,1.26E+13,1.04E+13,1.16E+13,1.15E+13,1.33E+13,1.43E+13,1.44E+13,1.78E+13,1.42E+13,1.68E+13,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17295200000,20636900000,21384020000,29807040000,28106550000,18784940000,12408070000,,,13973810000,,69177570000,80083680000,96859380000,1.81E+11,93452100000,92591320000,1.14E+11,94391380000,99878750000,1.38E+11,1.36E+11,1.16E+11,1.22E+11,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66584940000,90997080000,29050020000,22077860000,64044670000,26812500000,22997860000,30066960000,54659060000,73250640000,81428120000,1.39E+11,2.12E+11,98760600000,2.15E+11,3.60E+11,3.90E+11,4.28E+11,3.47E+11,4.22E+11,3.53E+11,4.26E+11,5.21E+11,4.87E+11,5.23E+11,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79E+11,3.88E+11,5.53E+11,8.19E+11,1.82E+12,6.47E+11,1.31E+12,1.63E+12,1.01E+12,1.26E+12,1.14E+12,1.56E+12,1.52E+12,1.57E+12,2.33E+12,2.08E+12,2.18E+12,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48902510000,69676460000,68773180000,81882450000,75297840000,59937500000,85070380000,1.14E+11,1.14E+11,1.63E+11,1.44E+11,49489910000,61291120000,60368310000,1.08E+11,1.09E+11,1.70E+11,1.43E+11,1.28E+11,1.20E+11,1.47E+11,1.10E+11,,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,1900010000,3100000000,3814710000,5001760000,,,,,,,,,,,,,,,1286800000,2803000000,9161700000,17024440000,15181250000,14903260000,21827030000,26685660000,7381240000,11760560000,27544170000,42600420000,36440220000,36314580000,43885010000,48712710000,59183540000,86641520000,1.07E+11,90995750000,3.46E+11,1.17E+11,89428040000,1.11E+11,1.09E+11,1.44E+11,3.21E+11,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,2539520000,4808410000,6970150000,15917340000,5096240000,6120110000,7630000000,9884280000,12109710000,5420180000,8228730000,8273930000,14295000000,29698100000,50840710000,32732480000,36508720000,35770280000,46328090000,40883390000,65261070000,66742920000,57655940000,42131470000,70169060000,91856250000,1.23E+11,1.62E+11,2.35E+11,1.08E+11,1.89E+11,2.28E+11,1.57E+11,1.62E+11,2.03E+11,2.01E+11,2.44E+11,2.14E+11,2.31E+11,1.87E+11,2.37E+11,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28E+11,7.68E+11,5.27E+11,4.77E+11,6.15E+11,7.90E+11,7.98E+11,1.03E+12,1.07E+12,5.22E+11,,,,,,,,,,,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471700000,1817100000,1390570000,1944590000,2291210000,2133300000,2525300000,3550680000,4718500000,6037030000,,,,,,,,3884350000,5008860000,,,,,,,,15767450000,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40838460000,35894700000,31826650000,30864420000,27183020000,26967480000,25764430000,25554860000,25452410000,24573951247,23968560000,22740040000,21036390000,
Japan,,,,,,,,,,,,,,,,1.42E+11,1.81E+11,21530430000,34198150000,2.89E+11,3.79E+11,4.18E+11,4.17E+11,5.46E+11,6.44E+11,9.48E+11,1.78E+12,2.73E+12,3.79E+12,4.26E+12,2.93E+12,3.01E+12,2.25E+12,2.91E+12,3.59E+12,3.55E+12,3.02E+12,2.09E+12,2.44E+12,4.46E+12,3.16E+12,2.26E+12,2.07E+12,2.95E+12,3.56E+12,4.57E+12,4.61E+12,4.33E+12,3.12E+12,3.31E+12,3.83E+12,3.33E+12,3.48E+12,4.54E+12,4.38E+12,4.89E+12,4.96E+12,6.22E+12,5.30E+12,6.19E+12,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693670000,1011750000,802020000,1222740000,1289440000,2425900000,3941880000,10528660000,43688350000,41377500000,23271810000,27929370000,26672730000,22537310000,23542600000,26228210000,22973440000,34891880000,40161214777,45558250000,37005250000,40639830000,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063100000,3046700000,2017510000,1799020000,1813020000,2088570000,,1255390000,1045300000,1431290000,4182760000,3890970000,6383990000,11378040000,13344620000,10854100000,10966800000,14460870000,10202610000,,,,,,,,25061520000,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,5391320000,3828760000,4224270000,4407720000,4386800000,6222380000,7380820000,13924110000,33033160000,94348320000,1.40E+11,1.10E+11,96466000000,1.08E+11,1.40E+11,1.92E+11,1.82E+11,1.39E+11,41881360000,1.15E+11,3.06E+11,1.71E+11,2.34E+11,2.51E+11,3.29E+11,4.28E+11,7.18E+11,8.34E+11,1.12E+12,4.71E+11,8.35E+11,1.09E+12,9.96E+11,1.18E+12,1.23E+12,1.21E+12,1.23E+12,1.25E+12,1.77E+12,1.41E+12,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10499870000,9956700000,12970260000,18933330000,29655850000,22765250000,20019720000,19459900000,22633510000,31460220000,60951560000,72903660000,1.04E+11,1.07E+11,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19E+11,3.67E+11,2.69E+11,4.07E+11,5.62E+11,8.38E+11,1.21E+12,2.00E+12,9.93E+11,1.95E+12,2.38E+12,1.97E+12,2.15E+12,1.88E+12,1.61E+12,1.09E+12,1.36E+12,1.70E+12,1.55E+12,1.89E+12,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396000000,2684000000,2391000000,1891350000,1554260000,1228000000,1326450000,1417740000,2206290000,4809840000,8143960000,10745910000,9583570000,12849820000,12697350000,9047140000,9078600000,10668220000,11328150000,11380950000,12163290000,11491770000,9675180000,7735800000,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88E+11,4.31E+11,3.22E+11,4.99E+11,6.86E+11,9.82E+11,1.39E+12,2.22E+12,1.13E+12,2.19E+12,2.73E+12,2.26E+12,2.48E+12,2.16E+12,1.86E+12,1.30E+12,1.59E+12,2.02E+12,1.82E+12,2.11E+12,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584030000,1074140000,1331530000,1680410000,2711070000,3657000000,5719990000,7768850000,7553170000,4285950000,9546660000,19923860000,19436990000,16974010000,18806550000,23665120000,20804110000,18678773847,18959520000,15575020000,15720540000,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95E+11,6.91E+11,1.10E+12,2.27E+12,9.18E+11,1.65E+12,2.21E+12,1.51E+12,1.77E+12,1.69E+12,2.17E+12,2.06E+12,2.19E+12,3.02E+12,2.72E+12,2.81E+12,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95E+12,2.47E+12,3.09E+12,4.95E+12,1.08E+13,4.82E+12,9.80E+12,1.20E+13,9.90E+12,1.11E+13,1.10E+13,1.28E+13,1.39E+13,1.40E+13,1.72E+13,1.38E+13,1.64E+13,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32E+12,1.49E+12,1.75E+12,3.03E+12,7.44E+12,3.33E+12,7.02E+12,8.39E+12,7.12E+12,7.77E+12,8.00E+12,9.43E+12,1.09E+13,1.07E+13,1.27E+13,1.00E+13,1.19E+13,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,,,,,,,,,,,,,,,,800000000,800000000,861850000,1046590000,2540000000,1453520000,1516850000,1602090000,1511770000,1618670000,2800120000,4566160000,7144420000,8467720000,10348070000,10455530000,11275800000,11833300000,19315890000,28518410000,30426440000,32411670000,33883350000,38182000000,35938660000,34016520000,22710360000,24551040000,37333210000,50143550000,51248410000,79513580000,1.66E+11,66614730000,1.05E+11,1.01E+11,67627420000,70338380000,78640840000,63167510000,47131380000,60910166393,68639080000,49482640000,44233610000,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69152110000,60087890000,52479840000,53831380000,52746800000,45927920000,57579718868,67048480000,61080780000,65415260000,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95E+11,1.06E+12,9.01E+11,9.21E+11,1.57E+12,1.43E+12,1.31E+12,1.33E+12,1.36E+12,1.42E+12,3.57E+12,
Mexico,,,,,,,,,,,,,,,,470000000,800000000,,738000000,1197000000,1299000000,1010000000,1720000000,3030000000,3660000000,3910000000,5520000000,9050000000,15200000000,27080000000,41050000000,1.03E+11,1.39E+11,2.01E+11,1.30E+11,90693960000,1.07E+11,1.57E+11,91745800000,1.54E+11,1.25E+11,1.26E+11,1.04E+11,1.23E+11,1.71E+11,2.39E+11,3.48E+11,3.98E+11,2.34E+11,3.52E+11,4.54E+11,4.09E+11,5.25E+11,5.26E+11,4.80E+11,4.02E+11,3.52E+11,4.17E+11,3.85E+11,4.14E+11,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95E+12,2.47E+12,3.09E+12,4.95E+12,1.08E+13,4.82E+12,9.80E+12,1.20E+13,9.90E+12,1.11E+13,1.10E+13,1.28E+13,1.39E+13,1.40E+13,1.72E+13,1.38E+13,1.63E+13,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024330000,1356870000,1373720000,1850380000,2839820000,4072500000,4503560000,5633400000,3576270000,4080300000,4193520000,3428910000,3631500000,4249190000,3641750000,4405320000,4433149739,5171190000,5053840000,5315940000,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44E+11,2.42E+11,1.88E+11,2.07E+11,2.97E+11,2.65E+11,2.51E+11,5.10E+11,2.88E+11,2.40E+11,2.51E+11,2.71E+11,2.91E+11,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468290000,,3222750000,3509110000,3787240000,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700390000,1321630000,1337250000,1485040000,1524200000,1702170000,1521820000,1242680000,978110000,1190490000,1895490000,2118950000,2326320000,4958510000,7919080000,4661990000,6582050000,7752770000,7845150000,7180100000,8942350000,8751020000,7238550000,7568297309,9742920000,9847530000,8615770000,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,15298580000,13877610000,22699050000,19333650000,24153930000,14861230000,18252570000,23056220000,39696180000,47868790000,56721200000,89008100000,2.15E+11,1.84E+11,2.14E+11,3.06E+11,93230310000,95561430000,1.40E+11,1.13E+11,1.19E+11,1.26E+11,1.61E+11,1.82E+11,1.81E+11,2.36E+11,3.25E+11,1.89E+11,2.89E+11,4.09E+11,3.96E+11,4.67E+11,5.00E+11,4.59E+11,3.83E+11,3.60E+11,4.56E+11,3.98E+11,4.04E+11,
North America,,,,,,,,,,,,,,,,,,,,,1.65E+12,1.26E+12,1.66E+12,2.07E+12,1.85E+12,2.59E+12,2.87E+12,2.94E+12,3.23E+12,3.93E+12,3.55E+12,4.67E+12,5.00E+12,5.85E+12,5.71E+12,7.62E+12,9.36E+12,1.18E+13,1.40E+13,1.62E+13,1.59E+13,1.46E+13,1.19E+13,1.52E+13,1.75E+13,1.85E+13,2.13E+13,2.21E+13,1.26E+13,1.68E+13,1.95E+13,1.76E+13,2.07E+13,2.62E+13,2.84E+13,2.67E+13,2.93E+13,3.45E+13,3.24E+13,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27665773.91,196377179.6,189000275.6,473547786.7,689198354.4,427520000,691512885.3,311229252.1,150479366.4,204821546.2,307715361.7,392630191.6,414662985.9,541782490.4,699549323.8,611601169.7,967706803.6,1176270000,1152430000,1303215313,1785790000,1924030000,1911300000,2336939067,2915230554,2461910000,2609010000,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142500000,2977300000,7777200000,12714500000,12559050000,10321670000,2939580000,,,2373940000,,15865940000,22244000000,32830510000,84894570000,48062280000,32223400000,50546400000,39028390000,56205200000,80609900000,62766310000,49973880000,29792434000,37217620000,31520550000,43921600000,
