Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,18300020000,20199990000,22518250000,26576140000,29197590000,29359340000,21847680000,25712710000,33741560000,35425550000,59362550000,83713670000,87105490000,1.08E+11,1.54E+11,1.20E+11,1.69E+11,1.71E+11,1.82E+11,2.24E+11,2.87E+11,3.75E+11,4.69E+11,6.03E+11,6.94E+11,6.40E+11,5.03E+11,4.01E+11,4.89E+11,5.39E+11,5.93E+11,7.80E+11,9.56E+11,3.89E+11,5.59E+11,6.61E+11,5.95E+11,6.51E+11,8.18E+11,7.87E+11,7.28E+11,8.06E+11,1.10E+12,,,
Norway,,,,,,,,,,,,,,,,,,,,,,3334430000,2395630000,4585350000,57926160000,10062640000,10108300000,11888020000,15755770000,25285260000,26129830000,21997200000,17840400000,27371140000,36459340000,44586980000,56877690000,66509410000,46420920000,63699920000,65774110000,69465400000,64169760000,95919910000,1.41E+11,1.91E+11,2.81E+11,3.55E+11,1.46E+11,2.27E+11,2.95E+11,2.21E+11,2.43E+11,2.65E+11,2.19E+11,1.94E+11,2.31E+11,2.87E+11,2.67E+11,2.96E+11,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,8785860000,22215470000,15653890000,13448730000,13487070000,8823770000,14298000000,15324000000,25620870000,27117660000,31373000000,38290580000,30509230000,24783940000,28351500000,18613210000,17821780000,21761620000,33049760000,43731330000,40592460000,44816540000,47485600000,24209610000,35506850000,43515780000,44123760000,52870100000,65961560000,74415690000,74350500000,80048458702,94691280000,86132630000,1.08E+11,
OECD members,,,,,,,,,,,,,,,,,,,,,2.38E+12,2.15E+12,2.56E+12,3.18E+12,3.11E+12,4.50E+12,6.13E+12,7.42E+12,9.06E+12,1.08E+13,8.95E+12,1.06E+13,1.01E+13,1.24E+13,1.32E+13,1.56E+13,1.77E+13,2.03E+13,2.42E+13,3.16E+13,2.92E+13,2.52E+13,2.12E+13,2.81E+13,3.28E+13,3.58E+13,4.26E+13,4.60E+13,2.56E+13,3.08E+13,3.50E+13,3.08E+13,3.57E+13,4.39E+13,4.50E+13,4.31E+13,4.59E+13,5.55E+13,4.90E+13,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611300000,2133000000,2378600000,3043640000,7495580000,4391690000,4177360000,4177360000,4063100000,5159950000,7256180000,9434910000,15268930000,16103990000,26682250000,20588940000,22468970000,28315950000,26863320000,30291300000,36766600000,37830490000,41123170000,23285264254,21298880000,18782400000,17119480000,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26E+11,,,,,2.09E+11,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12651700000,12927800000,9459210000,11660460000,11805320000,5418610000,7007800000,6624600000,4903400000,10168580000,16629330000,45595630000,45317280000,44906480000,69715390000,23354040000,31886980000,38007180000,32567930000,43673550000,57310840000,73468390000,66070330000,91863740000,,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436000000,761600000,831000000,1279510000,2175150000,3817400000,3482000000,2794000000,2602100000,3094500000,3220000000,4202600000,5962800000,7151400000,7203300000,7065200000,7722500000,8348000000,10681700000,12544000000,12570000000,13755890000,13174310000,13563970000,15023710000,15647730000,16841000000,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15495960000,9868500000,12091970000,9749910000,9790330000,11441440000,14125030000,18073730000,24139720000,40021560000,69386470000,37876760000,71662540000,1.03E+11,81878190000,1.03E+11,80977520000,78839860000,56555700000,81088973557,99217960000,93385360000,98964960000,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80648630000,31360600000,35297040000,42177840000,25980660000,21245370000,18507430000,23175720000,28601910000,39798720000,67851740000,1.03E+11,52030600000,86349430000,1.57E+11,1.65E+11,2.29E+11,2.17E+11,2.62E+11,2.39E+11,2.40E+11,2.90E+11,2.58E+11,2.75E+11,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962560000,3825030000,6138410000,7744350000,12960830000,11181680000,17514140000,11027250000,12592450000,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564210000,8373690000,12134750000,20460970000,29576810000,31279370000,26016650000,28380430000,37020270000,70530890000,94028510000,1.49E+11,2.12E+11,90815490000,1.51E+11,1.91E+11,1.38E+11,1.77E+11,2.05E+11,1.69E+11,1.38E+11,1.39E+11,2.01E+11,1.60E+11,1.52E+11,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,77910000,61010000,88150000,185940000,156000000,92300000,92320000,78400000,213320000,1830770000,14107100000,7189110000,10600440000,9410540000,9303260000,9746300000,12403140000,16259630000,18358980000,24480650000,38953480000,62954000000,68147740000,60680690000,46337810000,42845350000,58284740000,70240380000,66973400000,1.04E+11,1.32E+11,68876020000,98247200000,81996700000,61689890000,65519040000,79177900000,57774190000,59837190000,57255223905,75589628812,61933604857,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387540000,423720000,366720000,312800000,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602320000,453100000,512320000,418350000,461180000,777420000,3161510000,1933360000,1753310000,1820560000,2375360000,2449900000,2782470000,2859140000,3247480000,3187260000,3339200000,3390120000,3891490000,3734920000,3757500000,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,2.43E+12,2.22E+12,2.57E+12,3.20E+12,3.14E+12,4.53E+12,6.18E+12,7.47E+12,9.14E+12,1.09E+13,9.02E+12,1.06E+13,1.01E+13,1.26E+13,1.33E+13,1.59E+13,1.81E+13,2.04E+13,2.44E+13,3.19E+13,2.95E+13,2.55E+13,2.15E+13,2.85E+13,3.32E+13,3.62E+13,4.35E+13,4.77E+13,2.64E+13,3.23E+13,3.67E+13,3.22E+13,3.75E+13,4.60E+13,4.74E+13,4.56E+13,4.85E+13,5.91E+13,5.22E+13,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95506240000,76530570000,,,,,1.53E+11,1.86E+11,1.43E+11,1.55E+11,1.31E+11,1.63E+11,1.60E+11,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356590000,313690000,363790000,1103100000,2489000000,3403000000,10964000000,15857840000,25234970000,30642040000,15149440000,13072970000,14200970000,14023920000,,,,,,,,26110300000,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62E+11,9.51E+11,7.84E+11,8.25E+11,7.71E+11,3.86E+11,3.93E+11,6.22E+11,6.23E+11,5.76E+11,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214220000,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98E+11,4.37E+11,6.07E+11,8.75E+11,1.91E+12,6.87E+11,1.37E+12,1.73E+12,1.11E+12,1.32E+12,1.21E+12,1.66E+12,1.60E+12,1.75E+12,2.44E+12,2.18E+12,2.20E+12,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19E+11,3.53E+11,3.39E+11,3.73E+11,4.67E+11,4.83E+11,4.21E+11,4.49E+11,4.51E+11,4.96E+11,2.41E+12,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,13609730000,24417910000,34807650000,11732560000,15525340000,12246510000,11069260000,16620000000,17876810000,24011770000,35924510000,34268500000,47593400000,48933600000,1.33E+11,1.34E+11,1.48E+11,1.50E+11,1.04E+11,94986670000,1.93E+11,1.53E+11,1.16E+11,1.01E+11,1.49E+11,2.17E+11,2.57E+11,3.84E+11,5.39E+11,2.65E+11,4.81E+11,6.47E+11,5.98E+11,7.65E+11,7.44E+11,7.53E+11,6.40E+11,6.40E+11,7.87E+11,6.87E+11,6.97E+11,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426600000,3259900000,5365220000,10825400000,23721640000,12575890000,11415840000,1541580000,1791690000,,,,,,,,,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70E+11,2.92E+11,2.63E+11,2.49E+11,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71E+11,2.94E+11,2.64E+11,2.51E+11,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625990000,2935790000,1201900000,1209750000,1359710000,650480000,459970000,436180000,543500000,926730000,1294840000,2409060000,2457950000,5831440000,6910820000,5381080000,5091820000,4166890000,5430820000,4610560000,4801320000,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875520000,2984930000,2854000000,3099650000,3461290000,5577900000,7134130000,9676810000,7898880000,15181750000,28859820000,11799390000,12140920000,9428350000,6325860000,6474850000,7128430000,7519360000,6034990000,5262429994,6318340000,7266520000,7923300000,
Sweden,,,,,,,,,,,,,,,,2200010000,2600010000,7600940000,10224760000,10676110000,12909710000,17215760000,18596750000,30244970000,25674080000,37295710000,63355090000,70377220000,99675170000,1.19E+11,92014740000,97055300000,78079270000,1.01E+11,1.19E+11,1.73E+11,2.40E+11,2.65E+11,2.79E+11,3.73E+11,3.28E+11,2.37E+11,1.79E+11,2.90E+11,,,,,,,,,,,,,,,,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338600000,338860000,471190000,129460000,85040000,94830000,73030000,127100000,147770000,172250000,222040000,196330000,197500000,234260000,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136540000,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74E+11,8.50E+11,8.34E+11,1.74E+12,5.33E+12,2.25E+12,4.39E+12,5.28E+12,4.67E+12,5.25E+12,5.41E+12,7.63E+12,9.57E+12,8.85E+12,1.07E+13,8.10E+12,1.04E+13,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23E+12,1.56E+12,1.22E+12,1.35E+12,1.22E+12,8.18E+11,7.73E+11,9.93E+11,1.13E+12,9.48E+11,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23085060000,20453640000,38069100000,57278300000,1.28E+11,1.27E+11,1.40E+11,96697310000,22886210000,34252430000,57176550000,29217400000,35943180000,45504360000,1.19E+11,1.15E+11,1.24E+11,1.40E+11,1.97E+11,1.03E+11,1.77E+11,2.78E+11,2.68E+11,3.90E+11,3.54E+11,4.30E+11,3.49E+11,4.33E+11,5.49E+11,5.01E+11,5.69E+11,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86E+11,4.29E+11,3.22E+11,4.96E+11,6.83E+11,9.80E+11,1.39E+12,2.22E+12,1.13E+12,2.19E+12,2.73E+12,2.25E+12,2.48E+12,2.16E+12,1.86E+12,1.29E+12,1.59E+12,2.01E+12,1.81E+12,2.11E+12,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42E+11,2.40E+11,1.87E+11,2.04E+11,2.94E+11,2.62E+11,2.48E+11,5.06E+11,2.85E+11,2.36E+11,2.48E+11,2.67E+11,2.88E+11,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98E+11,4.37E+11,6.07E+11,8.75E+11,1.91E+12,6.87E+11,1.37E+12,1.73E+12,1.11E+12,1.32E+12,1.21E+12,1.66E+12,1.60E+12,1.75E+12,2.44E+12,2.18E+12,2.20E+12,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71E+11,2.94E+11,2.64E+11,2.51E+11,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418490000,3889100000,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4028260000,3762020000,2237120000,2172880000,2634730000,2815270000,2230470000,2130280000,2462960000,2572120000,2816490000,4233290000,5346930000,6337120000,9281860000,10651710000,9661970000,8886880000,8600520000,8743770000,8819260000,8450200000,8922590000,8328990000,8503230000,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36612690000,21605060000,20771720000,30311800000,61095030000,33645590000,1.13E+11,69710920000,48387990000,36043970000,68379000000,98298000000,1.60E+11,1.61E+11,2.85E+11,1.18E+11,2.32E+11,3.02E+11,1.97E+11,3.15E+11,1.96E+11,2.20E+11,1.89E+11,1.72E+11,2.28E+11,1.49E+11,1.85E+11,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171390000,231480000,398100000,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38897400000,25654060000,,,,,,5198000000,4415440000,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62E+12,1.98E+12,2.40E+12,3.85E+12,8.51E+12,3.91E+12,8.15E+12,9.80E+12,8.39E+12,9.34E+12,9.35E+12,1.06E+13,1.18E+13,1.18E+13,1.42E+13,1.11E+13,1.35E+13,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300440000,283800000,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,1.36E+12,1.26E+12,1.46E+12,1.81E+12,1.60E+12,2.30E+12,2.54E+12,2.53E+12,2.78E+12,3.38E+12,3.09E+12,4.16E+12,4.55E+12,5.25E+12,5.14E+12,6.95E+12,8.48E+12,1.08E+13,1.29E+13,1.48E+13,1.51E+13,1.40E+13,1.11E+13,1.43E+13,1.63E+13,1.70E+13,1.96E+13,1.99E+13,1.16E+13,1.51E+13,1.73E+13,1.56E+13,1.87E+13,2.40E+13,2.63E+13,2.51E+13,2.74E+13,3.21E+13,3.04E+13,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800700000,4927900000,4285060000,10063460000,14580590000,7580420000,7453750000,8100000000,6215800000,3979600000,,,,,,,,,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12365840731,33307101456,36854988298,25961620804,36705648755,45127428285,52426688090,58734029972,73222197645,1.25E+11,1.33E+11,1.50E+11,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,2.50E+12,2.32E+12,2.68E+12,3.32E+12,3.22E+12,4.63E+12,6.32E+12,7.65E+12,9.31E+12,1.14E+13,9.38E+12,1.12E+13,1.07E+13,1.38E+13,1.45E+13,1.71E+13,1.96E+13,2.17E+13,2.54E+13,3.35E+13,3.10E+13,2.68E+13,2.28E+13,3.13E+13,3.67E+13,4.04E+13,5.00E+13,6.03E+13,3.23E+13,4.40E+13,5.09E+13,4.40E+13,5.07E+13,5.96E+13,6.28E+13,6.19E+13,6.50E+13,7.92E+13,6.87E+13,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,24100740000,19700610000,24066140000,30944810000,44464360000,55829970000,74856260000,77848000000,82756160000,53388340000,55436930000,1.03E+11,1.39E+11,1.26E+11,1.45E+11,1.37E+11,1.85E+11,1.64E+11,2.17E+11,2.60E+11,2.77E+11,2.42E+11,2.30E+11,1.69E+11,2.60E+11,2.04E+11,1.47E+11,1.82E+11,2.61E+11,4.43E+11,5.49E+11,7.11E+11,8.28E+11,4.83E+11,7.99E+11,9.25E+11,7.89E+11,9.08E+11,9.43E+11,9.34E+11,7.36E+11,9.51E+11,1.23E+12,8.65E+11,1.06E+12,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427960000,217050000,501770000,285830000,273540000,,300000000,,755650000,1649980000,2516720000,2952560000,,,,,3184470000,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437900000,1685100000,2130100000,3633060000,1929160000,956090000,2460690000,,,,,,,,,,,,,,,,,,,,,
